ScoreFMMPAM_FID,CovCount,PointCount,ScoresWin,hwLenKM,Scores,VenueCnt,VALUE,YEAR,IsFMM,UserDaysPA,DaysPAFina,Sum_length,days_pa_km,IsPaM
358,10,2,0.010484,1.490387,0.010484,2,,,0,4.200342,4.400341,1.490387,2.952482,1
359,10,1,0.002395,1.630759,0.002395,1,,,0,0.693492,0.693492,1.630759,0.425257,1
360,10,1,0.002715,1.438839,0.002715,1,,,0,14.619832,14.619832,1.438839,10.160857,1
361,11,1,0.000811,2.406883,0.000811,3,,,0,129.286861,129.286861,2.406883,53.715473,1
362,11,1,0.001464,1.333819,0.001464,1,,,0,8.571687,8.571687,1.333819,6.426422,1
363,11,3,0.050624,0.617299,0.050624,3,,,0,1.685566,1.686279,0.617299,2.731705,1
364,10,1,0.003821,1.022282,0.003821,1,,,0,0.160161,0.727998,1.022282,0.71213,1
365,9,1,0.005377,1.452981,0.005377,1,,,0,4.268335,11.246022,1.452981,7.739966,1
366,9,1,0.002587,3.020323,0.002587,1,,,0,4.69687,4.69687,3.020323,1.555089,1
367,10,1,0.001995,1.958321,0.001995,1,,,0,2.527225,2.527225,1.958321,1.290506,1
368,10,5,0.863305,1.158339,0.863305,6,,,0,0.993354,0.993354,1.158339,0.857567,1
369,10,3,0.028358,2.203963,0.028358,3,,,0,7.317629,7.317629,2.203963,3.320214,1
370,11,1,0.000861,2.26811,0.000861,1,,,0,0,0,0,0,1
371,11,7,11.158426,0.716947,11.15843,3,,,0,0.414677,1.174647,0.716947,1.638402,1
372,10,2,0.015441,1.011921,0.015441,2,,,0,0.178719,0.193344,1.011921,0.191066,1
373,10,6,3.586936,1.115158,3.586934,2,,,0,0.102217,0.292769,1.115158,0.262536,1
374,10,2,0.022502,0.694394,0.022502,1,,,0,1.792325,1.792325,0.694394,2.581135,1
375,11,1,0.000959,2.03719,0.000959,2,,,0,120.393725,120.393725,2.03719,59.097938,1
376,10,1,0.000967,4.040233,0.000967,1,,,0,0.070883,0.070883,4.040233,0.017544,1
377,10,3,0.046405,1.346824,0.046405,9,,,0,90.211846,90.211846,1.346824,66.981145,1
378,10,3,0.040432,1.545793,0.040432,5,,,0,76.259329,76.259329,1.545793,49.33347,1
379,10,1,0.004422,0.883288,0.004422,1,,,0,15.87615,15.87615,0.883288,17.973931,1
380,10,2,0.012761,1.224461,0.012761,1,,,0,0.142606,0.142606,1.224461,0.116464,1
381,11,1,0.020846,0.093694,0.020846,0,,,0,0,0,0,0,1
382,11,1,0.000753,2.59291,0.000753,2,,,0,49.371774,49.371774,2.59291,19.041066,1
383,10,1,0.006831,0.571839,0.006831,1,,,0,0.945263,0.945263,0.571839,1.653024,1
384,9,1,0.007264,1.075526,0.007264,1,,,0,6.103381,7.872406,1.075526,7.319584,1
385,10,1,0.005078,0.769215,0.005078,2,,,0,0,0,0,0,1
386,10,3,0.141103,0.44294,0.141103,0,,,0,0,0,0,0,1
387,11,1,0.001241,1.574263,0.001241,1,,,0,45.427636,45.427636,1.574263,28.856452,1
388,10,6,1.847905,2.164613,1.847906,2,,,0,4.608702,4.608702,2.164613,2.129112,1
389,9,4,0.392311,1.274498,0.392311,3,,,0,3.328047,3.328047,1.274498,2.611262,1
390,9,4,0.410889,1.216875,0.410889,2,,,0,4.225909,4.225909,1.216875,3.472755,1
391,10,3,0.037908,1.648708,0.037908,0,,,0,3.679985,4.125254,1.648708,2.502113,1
392,11,1,0.000875,2.232593,0.000875,1,,,0,0,0,0,0,1
393,11,1,0.001067,1.830197,0.001067,1,,,0,80.938611,80.938611,1.830197,44.223994,1
394,10,1,0.0005,7.815889,0.0005,2,,,0,4.320205,4.320205,7.815889,0.552746,1
395,10,1,0.003232,1.208708,0.003232,1,,,0,0,0,0,0,1
396,10,1,0.003433,1.137715,0.003433,1,,,0,0.873249,0.873249,1.137715,0.767546,1
397,11,1,0.001007,1.93942,0.001007,1,,,0,48.012053,48.012053,1.93942,24.755886,1
398,10,2,0.008344,1.872647,0.008344,0,,,0,0,0,0,0,1
399,10,1,0.00426,0.916889,0.00426,2,,,0,6.673248,6.673248,0.916889,7.278143,1
400,10,5,1.954526,0.511633,1.954525,3,,,0,0.248236,0.248236,0.511633,0.485183,1
401,11,1,0.002233,0.874713,0.002233,0,,,0,2.9187,3.75,0.874713,4.287122,1
402,10,1,0.003607,1.083032,0.003607,1,,,0,0.0767,0.143083,1.192001,0.120036,1
403,10,1,0.006351,0.615026,0.006351,1,,,0,0.191461,0.481917,0.615026,0.783572,1
404,10,4,0.13261,1.88523,0.13261,6,,,0,3.869863,3.869863,1.88523,2.052727,1
405,10,1,0.003157,1.237297,0.003157,1,,,0,0.04313,0.04313,1.237297,0.034858,1
406,10,1,0.005432,0.719064,0.005432,0,,,0,0.238811,0.254957,0.719064,0.354568,1
407,10,7,10.928133,1.464111,10.928132,4,,,0,0.355657,0.355657,1.464111,0.242917,1
408,10,2,0.009431,1.656706,0.009431,3,,,0,8.640411,8.640411,1.656706,5.215417,1
409,10,1,0.001925,2.028966,0.001925,1,,,0,1.281495,1.281495,2.028966,0.6316,1
410,10,3,0.044828,1.394203,0.044828,6,,,0,10.695205,10.695205,1.394203,7.671195,1
411,10,1,0.005138,0.760294,0.005138,1,,,0,1.155822,1.155822,0.760294,1.52023,1
412,10,1,0.010497,0.372121,0.010497,1,,,0,2.507088,2.507088,0.372121,6.73729,1
413,10,1,0.001732,2.254855,0.001732,1,,,0,10.610174,10.610174,2.254855,4.705479,1
414,10,1,0.00207,1.886644,0.00207,0,,,0,5.085662,5.085662,1.886644,2.695612,1
415,10,1,0.003403,1.148025,0.003403,1,,,0,0,0,0,0,1
416,10,1,0.004296,0.909381,0.004296,1,,,0,0,0,0,0,1
417,10,4,0.158358,1.578703,0.158358,4,,,0,7.427691,7.427691,1.578703,4.704933,1
418,10,2,0.009869,1.583197,0.009869,4,,,0,7.466145,7.466145,1.583197,4.715865,1
419,10,1,0.00281,1.390357,0.00281,1,,,0,1.155822,1.155822,1.390357,0.831313,1
420,10,3,0.05861,1.066365,0.05861,3,,,0,2.469653,2.469653,1.066365,2.315954,1
421,10,4,0.406215,0.615437,0.406215,2,,,0,0,0,0,0,1
422,10,2,0.012644,1.235722,0.012644,1,,,0,0.123991,0.123991,1.235722,0.100339,1
423,11,2,0.010635,0.734583,0.010635,2,,,0,2.425961,2.425961,0.734583,3.302503,1
424,11,4,0.070282,1.77854,0.070282,4,,,0,10.95155,10.95155,1.77854,6.157606,1
425,11,4,0.058397,2.140509,0.058397,3,,,0,2.054795,2.054795,2.140509,0.959956,1
426,11,1,0.003102,0.629575,0.003102,1,,,0,3.57179,3.57179,0.629575,5.673336,1
427,11,1,0.000678,2.879485,0.000678,6,,,0,19.243326,19.243326,2.879485,6.682906,1
428,0,0,0,1.216235,0,0,,,0,0,0,0,0,1
429,0,0,0,0.683934,0,0,,,0,0,0,0,0,1
430,0,0,0,0.679071,0,0,,,0,0,0,0,0,1
431,0,0,0,1.549007,0,0,,,0,0,0,0,0,1
432,0,0,0,0.599595,0,0,,,0,0,0,0,0,1
433,0,0,0,1.826309,0,0,,,0,0,0,0,0,1
434,0,0,0,0.033139,0,0,,,0,0,0,0,0,1
435,0,0,0,1.204685,0,0,,,0,0.383942,0.383942,1.204685,0.318707,1
436,0,0,0,2.550365,0,0,,,0,0.5515,0.5515,2.550365,0.216244,1
437,0,0,0,14.090811,0,0,,,0,0.531502,0.531502,14.090811,0.03772,1
438,0,0,0,10.861417,0,0,,,0,0,0,0,0,1
439,0,0,0,5.000849,0,0,,,0,0,0,0,0,1
440,0,0,0,1.087801,0,0,,,0,0,0,0,0,1
441,0,0,0,0.57186,0,0,,,0,0,0,0,0,1
442,0,0,0,0.064754,0,0,,,0,0,0,0,0,1
443,0,0,0,0.977732,0,0,,,0,0,0,0,0,1
444,0,0,0,0.978605,0,0,,,0,0.484059,0.484059,0.978605,0.494642,1
445,0,0,0,0.443663,0,0,,,0,0,0,0,0,1
446,0,0,0,1.575844,0,0,,,0,0,0,0,0,1
447,0,0,0,0.665603,0,0,,,0,0,0,0,0,1
448,0,0,0,3.618452,0,0,,,0,0.166999,0.166999,3.618452,0.046152,1
449,0,0,0,1.978236,0,0,,,0,0,0,0,0,1
450,0,0,0,1.88252,0,0,,,0,0.157606,0.157606,1.88252,0.083721,1
451,0,0,0,7.368799,0,0,,,0,2.826265,2.826265,7.368799,0.383545,1
452,0,0,0,10.222956,0,0,,,0,0.997629,0.997629,10.222956,0.097587,1
453,0,0,0,3.261903,0,1,,,0,0,0,0,0,1
454,0,0,0,0.115052,0,0,,,0,0,0,0,0,1
455,0,0,0,0.027839,0,0,,,0,0,0,0,0,1
456,0,0,0,0.389587,0,0,,,0,0,0,0,0,1
457,0,0,0,1.214301,0,0,,,0,0,0,0,0,1
458,0,0,0,1.107618,0,0,,,0,0,0,0,0,1
459,0,0,0,1.647881,0,0,,,0,0.242745,0.242745,1.647881,0.147307,1
460,0,0,0,2.125925,0,0,,,0,0.096708,0.096708,2.125925,0.04549,1
461,0,0,0,2.180825,0,0,,,0,0.069571,0.069571,2.180826,0.031901,1
462,0,0,0,0.368042,0,0,,,0,0.112854,0.112854,0.368042,0.306633,1
463,0,0,0,1.150108,0,0,,,0,2.050555,2.050555,1.150108,1.782925,1
464,0,0,0,0.145333,0,0,,,0,6.571248,6.571248,0.145333,45.215141,1
465,0,0,0,0.258194,0,0,,,0,1.658396,1.658396,0.258194,6.423052,1
466,0,0,0,2.250929,0,0,,,0,0,0,0,0,1
467,0,0,0,2.888612,0,0,,,0,0,0,0,0,1
468,0,0,0,1.841352,0,0,,,0,0,0,0,0,1
469,0,0,0,0.106498,0,0,,,0,0,0,0,0,1
470,0,0,0,0.907581,0,0,,,0,0,0,0,0,1
471,0,0,0,1.171825,0,0,,,0,0,0,0,0,1
472,0,0,0,5.637547,0,0,,,0,1.903746,1.903746,5.637547,0.33769,1
473,0,0,0,4.130393,0,0,,,0,0.001395,0.001395,4.130393,0.000338,1
474,0,0,0,1.003885,0,0,,,0,0,0,0,0,1
475,0,0,0,0.292397,0,0,,,0,1.603389,1.603389,0.292397,5.483594,1
476,0,0,0,0.307405,0,0,,,0,0,0,0,0,1
477,0,0,0,2.152375,0,0,,,0,0,0,0,0,1
478,0,0,0,1.577836,0,0,,,0,11.378885,11.378885,1.577836,7.211703,1
479,0,0,0,1.012618,0,0,,,0,0,0,0,0,1
480,0,0,0,1.050581,0,0,,,0,0,0,0,0,1
481,0,0,0,0.57454,0,0,,,0,0.02354,0.02354,0.57454,0.040972,1
482,0,0,0,3.088064,0,0,,,0,0,0,0,0,1
483,0,0,0,2.100085,0,0,,,0,0,0,0,0,1
484,0,0,0,1.485925,0,0,,,0,0,0,0,0,1
485,0,0,0,0.31514,0,0,,,0,0,0,0,0,1
486,0,0,0,0.315027,0,0,,,0,0.000172,0.000172,0.315027,0.000546,1
487,0,0,0,0.667426,0,0,,,0,0.007301,0.007301,0.667426,0.010939,1
488,0,0,0,0.119623,0,0,,,0,0,0,0,0,1
489,0,0,0,1.959187,0,0,,,0,0.40801,0.40801,1.959187,0.208255,1
490,0,0,0,1.558455,0,0,,,0,0,0,0,0,1
491,0,0,0,2.371534,0,0,,,0,0,0,0,0,1
492,0,0,0,0.047595,0,0,,,0,1.650659,1.650659,0.047595,34.6812,1
493,0,0,0,0.864825,0,0,,,0,0,0,0,0,1
494,0,0,0,5.513252,0,0,,,0,0,0,0,0,1
495,0,0,0,2.047053,0,0,,,0,0,0,0,0,1
496,0,0,0,0.592028,0,0,,,0,0,0,0,0,1
497,0,0,0,1.157443,0,0,,,0,0.042223,0.042223,1.157443,0.03648,1
498,0,0,0,1.110834,0,0,,,0,0.206802,0.206802,1.110834,0.186168,1
499,0,0,0,1.360672,0,0,,,0,0,0,0,0,1
500,0,0,0,1.58596,0,0,,,0,0,0,0,0,1
501,0,0,0,0.545191,0,0,,,0,1.465776,1.465776,0.545191,2.688555,1
502,0,0,0,0.884385,0,0,,,0,0,0,0,0,1
503,0,0,0,3.643931,0,0,,,0,0,0,0,0,1
504,0,0,0,0.432147,0,0,,,0,0,0,0,0,1
505,0,0,0,1.853984,0,0,,,0,0,0,0,0,1
506,0,0,0,1.466812,0,0,,,0,2.486004,2.486004,1.466812,1.694835,1
507,0,0,0,1.041379,0,0,,,0,0,0,0,0,1
508,0,0,0,1.07209,0,0,,,0,0.132779,0.132779,1.07209,0.123851,1
509,0,0,0,0.381496,0,0,,,0,0.21617,0.21617,0.381496,0.566638,1
510,0,0,0,1.150657,0,0,,,0,0,0,0,0,1
511,0,0,0,1.114871,0,0,,,0,18.586619,18.586619,1.114871,16.671546,1
512,0,0,0,1.057903,0,0,,,0,15.475191,15.475191,1.057903,14.62818,1
513,0,0,0,0.943319,0,0,,,0,0.104441,0.104441,0.943319,0.110716,1
514,0,0,0,1.655553,0,0,,,0,0,0,0,0,1
515,0,0,0,2.502386,0,0,,,0,0,0,0,0,1
516,0,0,0,2.215249,0,0,,,0,0,0,0,0,1
517,0,0,0,3.06714,0,0,,,0,0,0,0,0,1
518,0,0,0,0.836117,0,0,,,0,0,0,0,0,1
519,0,0,0,0.364084,0,0,,,0,0,0,0,0,1
520,0,0,0,1.360911,0,0,,,0,0,0,0,0,1
521,0,0,0,0.584482,0,0,,,0,0,0,0,0,1
522,0,0,0,0.178215,0,0,,,0,0,0,0,0,1
523,0,0,0,0.297842,0,0,,,0,0,0,0,0,1
524,0,0,0,1.096172,0,0,,,0,0,0,0,0,1
525,0,0,0,1.195112,0,0,,,0,0,0,0,0,1
526,0,0,0,0.976689,0,0,,,0,0,0,0,0,1
527,0,0,0,0.820126,0,0,,,0,0,0,0,0,1
528,0,0,0,1.456111,0,0,,,0,0,0,0,0,1
529,0,0,0,0.117506,0,0,,,0,0,0,0,0,1
530,0,0,0,0.124626,0,0,,,0,4.966285,4.966285,0.124626,39.849487,1
531,0,0,0,1.096417,0,0,,,0,0,0,0,0,1
532,0,0,0,0.358994,0,0,,,0,0.062355,0.062355,0.358994,0.173694,1
533,0,0,0,1.102491,0,0,,,0,0,0,0,0,1
534,0,0,0,0.581748,0,0,,,0,0,0,0,0,1
535,0,0,0,0.432957,0,0,,,0,0,0,0,0,1
536,0,0,0,1.653843,0,0,,,0,23.617085,23.617085,1.653843,14.280125,1
537,0,0,0,1.071671,0,0,,,0,3.09192,3.09192,1.071671,2.885139,1
538,0,0,0,2.621779,0,0,,,0,0,0,0,0,1
539,0,0,0,1.189286,0,0,,,0,0,0,0,0,1
540,0,0,0,0.752417,0,0,,,0,0,0,0,0,1
541,0,0,0,2.636075,0,0,,,0,0,0,0,0,1
542,0,0,0,13.519788,0,0,,,0,0,0,0,0,1
543,0,0,0,16.349986,0,0,,,0,0,0,0,0,1
544,0,0,0,11.736374,0,0,,,0,0,0,0,0,1
545,0,0,0,1.038717,0,0,,,0,0.265287,0.265287,1.038717,0.255399,1
546,0,0,0,0.684162,0,0,,,0,0,0,0,0,1
547,0,0,0,0.445732,0,1,,,0,1.214423,1.214423,0.445732,2.724557,1
548,0,0,0,1.281202,0,0,,,0,0.933537,0.933537,1.281202,0.728641,1
549,0,0,0,1.078819,0,0,,,0,0,0,0,0,1
550,0,0,0,0.437169,0,0,,,0,0,0,0,0,1
551,0,0,0,4.993244,0,0,,,0,0,0,0,0,1
552,0,0,0,4.759717,0,0,,,0,0,0,0,0,1
553,0,0,0,1.146713,0,0,,,0,3.685448,3.685448,1.146713,3.213923,1
554,0,0,0,0.333261,0,1,,,0,2.169122,2.169122,0.333262,6.508769,1
555,0,0,0,0.333179,0,0,,,0,0.189336,0.189336,0.333179,0.568271,1
556,0,0,0,1.022643,0,0,,,0,0.108555,0.108555,1.022643,0.106151,1
557,0,0,0,1.005807,0,0,,,0,0.09836,0.09836,1.005807,0.097792,1
558,0,0,0,0.751714,0,0,,,0,0.083071,0.083071,0.751714,0.110509,1
559,0,0,0,0.666771,0,0,,,0,0.250399,0.250399,0.666771,0.37554,1
560,0,0,0,2.46834,0,0,,,0,4.046951,4.046951,2.46834,1.639544,1
561,0,0,0,3.502378,0,0,,,0,2.93435,2.93435,3.502378,0.837817,1
562,0,0,0,1.505044,0,0,,,0,0.083996,0.083996,1.505044,0.05581,1
563,0,0,0,5.509717,0,0,,,0,1.653978,1.653978,5.509717,0.300193,1
564,0,0,0,0.424539,0,0,,,0,0.599418,0.599418,0.424539,1.411926,1
565,0,0,0,1.88249,0,0,,,0,5.696412,5.696412,1.88249,3.025999,1
566,0,0,0,1.030396,0,0,,,0,1.597209,1.597209,1.030396,1.550093,1
567,0,0,0,1.1752,0,0,,,0,0.781835,0.781835,1.1752,0.665278,1
568,0,0,0,1.034467,0,0,,,0,0.17129,0.17129,1.034467,0.165583,1
569,0,0,0,1.070873,0,0,,,0,0.129377,0.129377,1.070873,0.120815,1
570,0,0,0,1.369806,0,0,,,0,0.095969,0.095969,1.369806,0.07006,1
571,0,0,0,1.017425,0,0,,,0,0.117069,0.117069,1.017425,0.115064,1
572,0,0,0,1.021201,0,0,,,0,0.079354,0.079354,1.021201,0.077707,1
573,0,0,0,1.024376,0,0,,,0,0.03582,0.03582,1.024376,0.034968,1
574,0,0,0,0.68956,0,0,,,0,0.003133,0.003133,0.68956,0.004543,1
575,0,0,0,0.414679,0,0,,,0,0.002766,0.002766,0.414679,0.00667,1
576,0,0,0,1.09443,0,0,,,0,0.06263,0.120057,1.09443,0.109698,1
577,0,0,0,0.469905,0,0,,,0,0.426546,0.428328,0.469905,0.91152,1
578,0,0,0,1.218404,0,0,,,0,4.77444,4.77444,1.218404,3.918603,1
579,0,0,0,0.876724,0,0,,,0,0,0,0,0,1
580,0,0,0,1.204814,0,0,,,0,0,0,0,0,1
581,0,0,0,0.252416,0,0,,,0,0,0,0,0,1
582,0,0,0,1.610233,0,0,,,0,2.268021,2.268021,1.610233,1.408505,1
583,0,0,0,1.797651,0,0,,,0,0,0,0,0,1
584,0,0,0,1.074282,0,0,,,0,0,0,0,0,1
585,0,0,0,0.782908,0,0,,,0,0,0,0,0,1
586,0,0,0,2.161737,0,0,,,0,0,0,0,0,1
587,0,0,0,0.120023,0,0,,,0,1.439885,1.439885,0.120023,11.996779,1
588,0,0,0,1.031679,0,0,,,0,0.484182,0.484182,1.031679,0.469315,1
589,0,0,0,1.039591,0,0,,,0,13.685316,13.685316,1.039591,13.164139,1
590,0,0,0,2.703007,0,0,,,0,0.006021,0.006021,2.703007,0.002228,1
591,0,0,0,4.791683,0,0,,,0,0.743364,0.743364,4.791683,0.155136,1
592,0,0,0,1.263632,0,0,,,0,0.077408,0.077408,1.263632,0.061258,1
593,0,0,0,1.331127,0,0,,,0,0,0,0,0,1
594,0,0,0,0.19759,0,0,,,0,0.334683,0.334683,0.19759,1.693828,1
595,0,0,0,0.222977,0,3,,,0,0,0,0,0,1
596,0,0,0,1.779376,0,0,,,0,0,0,0,0,1
597,0,0,0,0.717181,0,0,,,0,0,0,0,0,1
598,0,0,0,2.310269,0,0,,,0,0.134063,0.134063,2.310269,0.058029,1
599,0,0,0,0.502204,0,0,,,0,0,0,0,0,1
600,0,0,0,0.021718,0,0,,,0,0,0,0,0,1
601,0,0,0,1.483993,0,0,,,0,0.194952,0.194952,1.483993,0.13137,1
602,0,0,0,0,0,0,,,0,0,0,0,0,1
603,0,0,0,0.88659,0,0,,,0,0,0,0,0,1
604,0,0,0,0.949538,0,0,,,0,0,0,0,0,1
605,0,0,0,2.456912,0,0,,,0,0,0,0,0,1
606,0,0,0,1.726859,0,0,,,0,1.507315,1.507315,1.726859,0.872865,1
607,0,0,0,0.184481,0,0,,,0,0,0,0,0,1
608,0,0,0,0.692206,0,0,,,0,0.138364,0.138364,0.692206,0.199888,1
609,0,0,0,1.298589,0,0,,,0,0,0,0,0,1
610,0,0,0,0.205734,0,0,,,0,0.110868,0.110868,0.205734,0.53889,1
611,0,0,0,1.045901,0,0,,,0,0.032373,0.032373,1.045901,0.030952,1
612,0,0,0,1.02338,0,0,,,0,0,0,0,0,1
613,0,0,0,0.133162,0,0,,,0,0,0,0,0,1
614,0,0,0,1.69092,0,0,,,0,0,0,0,0,1
615,0,0,0,1.155017,0,0,,,0,0,0,0,0,1
616,0,0,0,1.2737,0,0,,,0,0,0,0,0,1
617,0,0,0,1.717134,0,0,,,0,0,0,0,0,1
618,0,0,0,2.659835,0,0,,,0,0,0,0,0,1
619,0,0,0,0.449478,0,0,,,0,13.249591,13.249591,0.449478,29.477747,1
620,0,0,0,1.517943,0,0,,,0,0,0,0,0,1
621,0,0,0,2.971202,0,0,,,0,0,0,0,0,1
622,0,0,0,1.911586,0,0,,,0,0,0,0,0,1
623,0,0,0,2.341193,0,0,,,0,0,0,0,0,1
624,0,0,0,2.95676,0,0,,,0,0,0,0,0,1
625,0,0,0,1.724632,0,0,,,0,0,0,0,0,1
626,0,0,0,1.596756,0,1,,,0,0,0,0,0,1
627,0,0,0,4.646595,0,0,,,0,0,0,0,0,1
628,0,0,0,0.235823,0,0,,,0,0,0,0,0,1
629,0,0,0,2.150323,0,0,,,0,0,0,0,0,1
630,0,0,0,2.974816,0,0,,,0,0,0,0,0,1
631,0,0,0,1.843974,0,0,,,0,0,0,0,0,1
632,0,0,0,0.750709,0,0,,,0,0.658228,0.658228,1.155649,0.569574,1
633,0,0,0,0.40494,0,1,,,0,0.053868,0.053868,0.40494,0.133027,1
634,0,0,0,0.968794,0,0,,,0,0,0,0,0,1
635,0,0,0,0.852157,0,0,,,0,0,0,0,0,1
636,0,0,0,2.225094,0,0,,,0,0,0,0,0,1
637,0,0,0,2.069676,0,0,,,0,0,0,0,0,1
638,0,0,0,0.140804,0,0,,,0,0,0,0,0,1
639,0,0,0,1.252023,0,0,,,0,0,0,0,0,1
640,0,0,0,0.14252,0,0,,,0,0,0,0,0,1
641,0,0,0,0.331859,0,0,,,0,0,0,0,0,1
642,0,0,0,1.81804,0,0,,,0,0,0,0,0,1
643,0,0,0,0.108969,0,0,,,0,0,0,0,0,1
644,0,0,0,0.563854,0,0,,,0,0,0,0,0,1
645,0,0,0,1.057746,0,0,,,0,0.596001,0.596001,1.057746,0.563463,1
646,0,0,0,0.369923,0,1,,,0,0.685198,0.685198,0.369923,1.852272,1
647,0,0,0,0.14199,0,0,,,0,0,0,0,0,1
648,0,0,0,0.344162,0,0,,,0,0,0,0,0,1
649,0,0,0,0.572234,0,0,,,0,0,0,0,0,1
650,0,0,0,0.445916,0,0,,,0,0,0,0,0,1
651,0,0,0,1.514085,0,0,,,0,0,0,0,0,1
652,0,0,0,1.020649,0,0,,,0,0,0,0,0,1
653,0,0,0,1.954098,0,0,,,0,3.03871,3.03871,1.954098,1.555045,1
654,0,0,0,0.1851,0,0,,,0,0,0,0,0,1
655,0,0,0,1.897078,0,0,,,0,0,0,0,0,1
656,0,0,0,0.549061,0,0,,,0,0,0,0,0,1
657,0,0,0,0.177697,0,0,,,0,0,0,0,0,1
658,0,0,0,0.074365,0,0,,,0,0,0,0,0,1
659,0,0,0,0.21532,0,0,,,0,0,0,0,0,1
660,0,0,0,1.067505,0,0,,,0,0,0,0,0,1
661,0,0,0,0.043522,0,0,,,0,0.00089,0.00089,0.043522,0.020449,1
662,0,0,0,1.222096,0,0,,,0,0,0,0,0,1
663,0,0,0,0.200809,0,0,,,0,0,0,0,0,1
664,0,0,0,1.128281,0,0,,,0,1.770254,1.770254,1.128281,1.568983,1
665,0,0,0,1.117525,0,0,,,0,0,0,0,0,1
666,0,0,0,1.302179,0,0,,,0,0,0,0,0,1
667,0,0,0,1.518643,0,0,,,0,0,0,0,0,1
668,0,0,0,0.697982,0,0,,,0,0,0,0,0,1
669,0,0,0,0.2436,0,0,,,0,0,0,0,0,1
670,0,0,0,0.167828,0,0,,,0,0,0,0,0,1
671,0,0,0,0.694412,0,0,,,0,0,0,0,0,1
672,0,0,0,1.492073,0,0,,,0,0,0,0,0,1
673,0,0,0,0.565991,0,0,,,0,0,0,0,0,1
674,0,0,0,1.761185,0,0,,,0,0,0,0,0,1
675,0,0,0,1.318495,0,0,,,0,0,0,0,0,1
676,0,0,0,0.652437,0,0,,,0,0,0,0,0,1
677,0,0,0,0.419464,0,1,,,0,1.972069,1.972069,0.419464,4.701401,1
678,11,4,0.060371,2.070536,0.060371,3,,,0,3.876712,3.876712,2.070536,1.872323,1
679,11,4,0.080115,1.560266,0.080115,2,,,0,0,0,0,0,1
680,11,1,0.001544,1.264658,0.001544,1,,,0,0.625,0.625,1.264658,0.494205,1
681,11,1,0.000998,1.957433,0.000998,2,,,0,3.55316,3.55316,1.957433,1.815214,1
682,11,1,0.000956,2.04221,0.000956,0,,,0,1.869803,1.869803,2.04221,0.915578,1
683,11,3,0.039926,0.782695,0.039926,3,,,0,4.182077,4.182077,0.782695,5.343174,1
684,11,2,0.005158,1.514637,0.005158,2,,,0,1.980547,1.980547,1.514637,1.307605,1
685,12,4,0.044356,1.409053,0.044356,4,,,0,9.619382,9.619382,1.409053,6.82684,1
686,12,1,0.000483,2.022688,0.000483,1,,,0,12.520253,12.520253,2.022688,6.18991,1
687,12,3,0.010268,1.52167,0.010268,2,,,0,12.569094,12.569094,1.52167,8.260064,1
688,12,5,0.105617,2.367046,0.105617,2,,,0,2.249517,3.179553,2.367046,1.343258,1
689,12,2,0.003672,1.063805,0.003672,0,,,0,1.934932,1.934932,1.063805,1.818878,1
690,12,1,0.000623,1.567173,0.000623,1,,,0,0,0,0,0,1
691,12,4,0.037082,1.685441,0.037082,1,,,0,0,0,0,0,1
692,12,1,0.000583,1.674623,0.000583,1,,,0,0.940052,0.940052,1.674623,0.561352,1
693,11,3,0.025821,1.21024,0.025821,1,,,0,0,0,0,0,1
694,12,1,0.001778,0.54918,0.001778,1,,,0,4.320205,4.320205,0.54918,7.866652,1
695,12,1,0.000672,1.453308,0.000672,3,,,0,0,0,0,0,1
696,12,3,0.007697,2.030062,0.007697,2,,,0,29.635137,29.635137,2.030062,14.598142,1
697,12,1,0.000621,1.573607,0.000621,1,,,0,2.688112,3.272365,1.573607,2.079532,1
698,12,3,0.008433,1.852853,0.008433,2,,,0,4.320205,4.320205,1.852853,2.331651,1
699,12,1,0.000802,1.217648,0.000802,1,,,0,4.31962,4.31962,1.217648,3.547512,1
700,12,1,0.00086,1.134907,0.00086,1,,,0,0,0,0,0,1
701,12,1,0.001089,0.897042,0.001089,1,,,0,0,0,0,0,1
702,12,4,0.028569,2.187721,0.028569,4,,,0,0.998803,0.998803,2.187721,0.45655,1
703,12,1,0.005153,0.189501,0.005153,0,,,0,0.250244,0.250244,0.189501,1.320541,1
704,12,2,0.012838,0.30427,0.012838,1,,,0,0,0,0,0,1
705,12,2,0.00265,1.473862,0.00265,3,,,0,0,0,0,0,1
706,12,1,0.001414,0.690881,0.001414,0,,,0,0,0,0,0,1
707,12,1,0.001064,0.917437,0.001064,1,,,0,0,0,0,0,1
708,12,2,0.001806,2.162552,0.001806,1,,,0,0,0,0,0,1
709,12,4,0.031495,1.984422,0.031495,2,,,0,0.899311,0.936634,1.984422,0.471993,1
710,12,1,0.000608,1.605394,0.000608,1,,,0,0.006568,0.006568,1.605394,0.004091,1
711,12,1,0.000854,1.143865,0.000854,1,,,0,0,0,0,0,1
712,12,1,0.001353,0.721892,0.001353,1,,,0,1.938054,1.938054,0.721892,2.684686,1
713,12,4,0.053006,1.179114,0.053006,2,,,0,0.009291,0.988608,1.179114,0.838433,1
714,12,1,0.000688,1.418839,0.000688,1,,,0,,,,,0
715,12,4,0.091199,0.685312,0.091199,2,,,0,,,,,0
716,11,1,0.010975,0.177958,0.010975,1,,,0,,,,,0
717,11,3,0.028623,1.091792,0.028623,3,,,0,,,,,0
718,11,2,0.006523,1.197654,0.006523,1,,,0,,,,,0
